Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000008994	lias	LG6	-	22120601	22126903	6.870438	15.809973	19.074467
ENSONIG00000008992	rpl9	LG6	+	22127435	22133087	2769.750000	3982.253662	4804.522461
ENSONIG00000008987	rfc1	LG6	+	22134879	22145591	4.246353	6.477985	7.815580
ENSONIG00000008982	WDR19	LG6	-	22146288	22159710	0.000000	0.000000	0.000000
ENSONIG00000008972	klhl5	LG6	-	22167529	22200414	0.527900	2.974899	3.589165
ENSONIG00000030038	-	LG6	+	22228095	22234398	7.001390	12.033298	14.517972
ENSONIG00000008970	fam114a1	LG6	-	22236648	22248806	6.257785	10.547699	12.725623
ENSONIG00000008968	klf3	LG6	-	22255661	22259972	2.480532	3.566426	4.302833
ENSONIG00000008961	TBC1D1	LG6	-	22300983	22345141	7.726491	11.108890	13.402690
ENSONIG00000008957	pgm2	LG6	-	22346646	22358600	7.875313	13.428480	16.201237
ENSONIG00000008954	ZCCHC7	LG6	-	22361957	22412730	3.568425	6.377784	7.694690
ENSONIG00000030035	-	LG6	-	22483015	22487415	0.000000	0.000000	0.000000
ENSONIG00000008947	melk	LG6	-	22488712	22498898	1.121431	2.492781	3.007499
ENSONIG00000008944	-	LG6	+	22502670	22511927	0.000000	0.000000	0.000000
ENSONIG00000008940	-	LG6	-	22513285	22521293	4.084056	9.005479	10.864960
ENSONIG00000008937	POLQ	LG6	+	22525183	22541959	0.000000	0.000000	0.000000
ENSONIG00000008930	UBA6	LG6	-	22543709	22552566	1.634807	2.632642	3.176239
ENSONIG00000008927	grhprb	LG6	+	22554938	22559740	1.175684	1.690359	2.039390
ENSONIG00000008925	ZBTB5	LG6	-	22561544	22567487	0.000000	0.000000	0.000000
ENSONIG00000008921	polr1e	LG6	+	22567814	22572705	7.449244	10.710274	12.921766
ENSONIG00000008918	fbxo10	LG6	-	22573687	22580066	5.300198	8.277488	9.986650
ENSONIG00000040454	-	LG6	-	22594555	22596114	0.000000	0.000000	0.000000
ENSONIG00000029754	-	LG6	+	22602040	22605567	8.529121	34.411133	41.516457
ENSONIG00000008917	camk2d2	LG6	+	22608382	22647764	0.261268	2.066336	2.493000
ENSONIG00000008914	-	LG6	-	22654124	22730923	0.000000	0.000000	0.000000
ENSONIG00000008911	hpf1	LG6	-	22755879	22764022	4.261622	6.127217	7.392385
ENSONIG00000008897	WFS1	LG6	-	22785277	22794979	0.000000	0.000000	0.000000
ENSONIG00000008880	-	LG6	-	22821730	22858037	0.000000	0.000000	0.000000
ENSONIG00000037076	-	LG6	-	23057717	23058739	0.000000	0.000000	0.000000
ENSONIG00000042062	-	LG6	-	23058980	23061700	0.000000	0.000000	0.000000
ENSONIG00000037598	-	LG6	+	23064231	23095614	0.000000	0.000000	0.000000
ENSONIG00000032565	-	LG6	+	23102916	23108037	0.000000	0.000000	0.000000
ENSONIG00000028500	-	LG6	+	23106013	23138429	0.000000	0.000000	0.000000
ENSONIG00000028393	-	LG6	+	23162539	23166034	0.000000	0.000000	0.000000
ENSONIG00000028809	-	LG6	+	23173601	23175168	0.000000	0.000000	0.000000
ENSONIG00000029526	-	LG6	+	23189973	23193661	0.000000	0.000000	0.000000
ENSONIG00000034324	-	LG6	-	23202637	23204232	0.000000	0.000000	0.000000
ENSONIG00000029136	-	LG6	+	23203006	23207916	0.000000	0.000000	0.000000
ENSONIG00000030873	-	LG6	+	23211377	23231953	0.000000	0.000000	0.000000
ENSONIG00000036154	-	LG6	+	23212437	23220029	0.000000	0.000000	0.000000
ENSONIG00000008875	STIM2	LG6	-	23243582	23253102	0.000000	0.000000	0.000000
ENSONIG00000043047	rbpja	LG6	-	23255713	23262571	2.785253	4.534142	5.470366
ENSONIG00000008872	HGSNAT	LG6	-	23265806	23274799	5.485299	9.530009	11.497797
ENSONIG00000008868	DCTN6	LG6	+	23275708	23277662	18.189226	26.151859	31.551781
ENSONIG00000008865	gtf2e2	LG6	-	23278323	23289465	16.392830	29.701759	35.834675
ENSONIG00000043015	smim18	LG6	+	23283992	23285198	0.000000	0.000000	0.000000
ENSONIG00000008860	ADGRL3	LG6	-	23352946	23466072	0.000000	0.000000	0.000000
ENSONIG00000029433	-	LG6	+	23498419	23509822	0.000000	0.000000	0.000000
ENSONIG00000008846	tyrp1b	LG6	-	23514116	23519895	0.000000	0.000000	0.000000
ENSONIG00000008832	-	LG6	+	23628620	23717208	0.000000	0.000000	0.000000
ENSONIG00000008824	kdm4c	LG6	-	23727006	23757141	3.919946	7.170969	8.651655
ENSONIG00000008818	ecpas	LG6	+	23758939	23775072	5.365252	9.118493	11.001309
ENSONIG00000008811	smc2	LG6	-	23775925	23785964	6.528822	10.253659	12.370868
ENSONIG00000008809	exoc1l	LG6	-	23788113	23790334	0.000000	0.000000	0.000000
ENSONIG00000008797	clockb	LG6	+	23798452	23810877	2.111720	3.730840	4.501196
ENSONIG00000008788	kitb	LG6	-	23817439	23834703	0.000000	0.000000	0.000000
ENSONIG00000008785	fip1l1b	LG6	+	23843779	23856139	17.761221	27.653889	33.363953
ENSONIG00000041516	chic2	LG6	-	23880889	23926149	1.057952	8.386458	10.118122
ENSONIG00000031405	-	LG6	+	23927978	23928976	5.856857	8.420792	10.159546
ENSONIG00000017989	ociad1	LG6	-	23930364	23934336	21.268305	30.936504	37.324375
ENSONIG00000041326	slc34a2a	LG6	+	23938011	23947624	0.000000	0.000000	0.000000
ENSONIG00000031769	pde6ha	LG6	-	23981859	23983414	0.000000	0.000000	0.000000
ENSONIG00000017998	rbfox2	LG6	-	23993850	24022680	6.214820	8.935459	10.780483
ENSONIG00000041643	-	LG6	-	24033697	24042908	0.000000	0.000000	0.000000
ENSONIG00000018002	emp1	LG6	+	24051350	24056071	67.552284	97.124413	117.178986
ENSONIG00000027953	f8a	LG6	-	24055974	24065160	13.397081	24.624411	29.708941
ENSONIG00000025712	si:ch211-243a20.3	LG6	+	24072006	24076808	4.614892	6.635137	8.005182
ENSONIG00000018007	grin2bb	LG6	-	24083081	24209892	0.000000	0.000000	0.000000
ENSONIG00000018010	atf7ip	LG6	-	24230598	24239849	11.911572	19.468082	23.487917
ENSONIG00000018012	septin3	LG6	-	24284396	24298611	2.552233	14.488965	17.480696
ENSONIG00000029862	-	LG6	-	24300950	24303215	0.000000	0.000000	0.000000
ENSONIG00000035399	-	LG6	-	24306136	24306711	0.000000	0.000000	0.000000
ENSONIG00000018014	serhl	LG6	-	24308316	24317629	0.000000	0.000000	0.000000
ENSONIG00000018016	serhl	LG6	-	24335724	24345370	2.060652	3.530309	4.259259
ENSONIG00000018018	Mb	LG6	+	24347364	24350763	692.717041	1944.746826	2346.304443
ENSONIG00000018021	-	LG6	-	24359838	24365273	6.321821	9.089302	10.966091
ENSONIG00000018025	zgc:158803	LG6	-	24366735	24375286	10.288394	16.902573	20.392672
ENSONIG00000036008	smdt1b	LG6	+	24377435	24379101	77.504059	111.432739	134.441727
ENSONIG00000018028	-	LG6	-	24377791	24390437	3.369033	4.843883	5.844064
ENSONIG00000018032	-	LG6	+	24431401	24433733	0.000000	0.000000	0.000000
ENSONIG00000018033	rnaseh2a	LG6	+	24438734	24447375	5.853023	12.118810	14.621141
ENSONIG00000018034	MAST1	LG6	+	24463642	24538959	0.000000	0.000000	0.000000
ENSONIG00000031738	atg4da	LG6	+	24546056	24552761	7.854540	11.292994	13.624809
ENSONIG00000018040	SMARCA4	LG6	+	24553651	24568002	0.000000	0.000000	0.000000
ENSONIG00000018056	-	LG6	+	24578215	24602691	5.825592	21.119007	25.479731
ENSONIG00000018060	ap1m2	LG6	+	24611423	24619105	6.836372	15.077403	18.190636
ENSONIG00000032001	CDKN2D	LG6	+	24619508	24621484	3.715959	5.342681	6.445856
ENSONIG00000018063	-	LG6	-	24628167	24632696	1.070844	1.539624	1.857530
ENSONIG00000018066	keap1b	LG6	-	24637647	24646920	7.750743	11.240720	13.561741
ENSONIG00000031936	oni-mir-10737	LG6	-	24645197	24645257	0.000000	0.000000	0.000000
ENSONIG00000021227	s1pr5b	LG6	-	24654106	24655317	25.466173	36.614410	44.174675
ENSONIG00000018067	fdx2	LG6	+	24690139	24691963	3.427729	4.928274	5.945880
ENSONIG00000018068	-	LG6	+	24701677	24702585	0.000000	0.000000	0.000000
ENSONIG00000018070	neu3e	LG6	-	24705796	24776795	0.961368	6.101257	7.361064
ENSONIG00000018069	NEU3	LG6	-	24712292	24714246	0.000000	0.000000	0.000000
ENSONIG00000018071	-	LG6	+	24817872	24823492	18.566414	26.694168	32.206066
ENSONIG00000018073	-	LG6	-	24828018	24832191	14.563524	24.117826	29.097755
ENSONIG00000018076	HMOX1	LG6	+	24842134	24844201	22.123604	31.808577	38.376514
ENSONIG00000037073	rnf11a	LG6	-	24847023	24850126	6.982913	10.039798	12.112849
ENSONIG00000034576	-	LG6	+	24851267	24859743	34.911530	50.194630	60.558975
ENSONIG00000018077	NFIX	LG6	-	24861054	25046582	14.196803	21.413643	25.835203
ENSONIG00000018078	dand5	LG6	-	24996768	24998491	0.000000	0.000000	0.000000
ENSONIG00000018079	tspan34a	LG6	-	25004984	25009738	0.000000	0.000000	0.000000
ENSONIG00000037772	RAB3D	LG6	-	25011236	25018088	10.249640	16.519241	19.930189
ENSONIG00000018083	pld6	LG6	-	25022467	25025883	1.558430	2.240658	2.703317
ENSONIG00000028218	elof1	LG6	+	25027631	25030665	18.245935	40.437351	48.786991
ENSONIG00000021689	MIR137	LG6	-	25035886	25035955	0.000000	0.000000	0.000000
ENSONIG00000018084	PLPPR2	LG6	-	25046092	25097914	0.000000	0.000000	0.000000
ENSONIG00000032487	-	LG6	+	25110156	25142523	23.931496	34.407902	41.512558
ENSONIG00000031268	-	LG6	+	25149537	25167282	0.000000	0.000000	0.000000
ENSONIG00000021228	-	LG6	+	25157113	25158698	0.000000	0.000000	0.000000
ENSONIG00000040707	-	LG6	+	25179502	25185691	0.000000	0.000000	0.000000
ENSONIG00000018085	rab11fip4b	LG6	+	25209307	25257940	4.564713	7.690768	9.278783
ENSONIG00000033123	-	LG6	+	25263464	25329042	0.000000	0.000000	0.000000
ENSONIG00000021982	oni-mir-365	LG6	-	25321456	25321517	0.000000	0.000000	0.000000
ENSONIG00000021613	oni-mir-193	LG6	-	25324063	25324121	0.000000	0.000000	0.000000
ENSONIG00000018090	utp6	LG6	-	25330988	25345208	3.228410	5.280074	6.370321
ENSONIG00000018096	suz12b	LG6	+	25348284	25358302	5.254813	10.579001	12.763388
ENSONIG00000018102	atad5b	LG6	+	25360505	25366871	0.000000	0.000000	0.000000
ENSONIG00000042983	tefm	LG6	-	25366557	25370141	1.326666	1.907436	2.301290
ENSONIG00000018106	-	LG6	+	25372905	25377543	2.467532	3.547735	4.280283
ENSONIG00000018110	rhot1b	LG6	+	25379370	25392685	0.871151	2.810091	3.390329
ENSONIG00000018113	rhbdl3	LG6	+	25403524	25469240	0.000000	0.000000	0.000000
ENSONIG00000033038	-	LG6	+	25470352	25476062	0.000000	0.000000	0.000000
ENSONIG00000018117	znf207b	LG6	+	25477479	25483641	54.693535	82.462090	99.489136
ENSONIG00000031668	-	LG6	+	25489016	25490064	6.732993	9.680471	11.679327
ENSONIG00000018123	-	LG6	-	25520090	25545058	0.000000	0.000000	0.000000
ENSONIG00000018125	septin9b	LG6	-	25661168	25732956	8.853536	16.509203	19.918076
ENSONIG00000028693	-	LG6	-	25796410	25885067	8.378397	68.701408	82.887108
ENSONIG00000038898	-	LG6	-	25854442	25864123	0.000000	0.000000	0.000000
ENSONIG00000030696	jpt1a	LG6	-	25892589	25908317	6.506222	15.155682	18.285076
ENSONIG00000041797	-	LG6	-	25911863	26020867	7.302572	81.279884	98.062828
ENSONIG00000031471	-	LG6	-	25912233	25915745	23.161585	33.959442	40.971500
ENSONIG00000018133	gga3a	LG6	-	26023342	26032568	1.946986	4.219975	5.091330
ENSONIG00000018141	-	LG6	-	26075927	26211666	0.000000	0.000000	0.000000
ENSONIG00000037781	-	LG6	-	26212912	26226532	2.223652	3.197092	3.857239
ENSONIG00000018147	-	LG6	-	26216952	26237479	8.229068	17.578758	21.208479
ENSONIG00000018150	stx8	LG6	+	26237404	26280913	5.837608	19.575830	23.617912
ENSONIG00000018156	PIK3R5	LG6	+	26343287	26362841	5.141263	7.702538	9.292983
ENSONIG00000040679	-	LG6	+	26371841	26375490	0.000000	0.000000	0.000000
ENSONIG00000018161	-	LG6	+	26371841	26384012	3.653158	5.252388	6.336918
ENSONIG00000018164	pik3r6a	LG6	+	26386163	26400204	0.000000	0.000000	0.000000
ENSONIG00000040545	-	LG6	+	26405664	26410435	0.000000	0.000000	0.000000
ENSONIG00000018166	PRPSAP1	LG6	+	26412936	26426423	11.162249	19.861183	23.962185
ENSONIG00000037324	oni-mir-7132a	LG6	-	26427186	26427244	0.000000	0.000000	0.000000
ENSONIG00000042417	rasd4	LG6	-	26429814	26430440	0.000000	0.000000	0.000000
ENSONIG00000035150	-	LG6	+	26742681	26748588	0.000000	0.000000	0.000000
ENSONIG00000037169	DDX39A	LG6	-	26749190	26755644	15.540478	24.833305	29.960970
ENSONIG00000018183	EVI5L	LG6	+	26761360	26796812	0.000000	0.000000	0.000000
ENSONIG00000034638	-	LG6	+	26807155	26810276	2.838032	4.080427	4.922967
ENSONIG00000036200	pglyrp2	LG6	-	26817267	26821840	0.000000	0.000000	0.000000
ENSONIG00000042507	trappc5	LG6	+	26823024	26825360	3.784200	5.440796	6.564229
ENSONIG00000018195	mcoln1a	LG6	+	26836289	26853872	3.402067	5.920497	7.142981
ENSONIG00000040759	-	LG6	+	26872331	26885672	13.993240	20.119013	24.273251
ENSONIG00000018200	PKN1	LG6	+	26897879	26957637	4.363278	13.993093	16.882435
ENSONIG00000018211	map2k7	LG6	+	26960729	26974158	0.000000	0.000000	0.000000
ENSONIG00000018217	myh9a	LG6	+	26989765	27011942	59.798206	133.452515	161.008240
ENSONIG00000035962	-	LG6	+	27016617	27022546	1.587733	4.886108	5.895008
ENSONIG00000018230	ift56	LG6	+	27031973	27047508	1.060543	1.715415	2.069620
ENSONIG00000018234	ubn2a	LG6	+	27049144	27064652	0.000000	0.000000	0.000000
ENSONIG00000018235	-	LG6	-	27075181	27138036	0.000000	0.000000	0.000000
ENSONIG00000018251	SPHK1	LG6	+	27228330	27266934	0.000000	0.000000	0.000000
ENSONIG00000018252	UBE2O	LG6	-	27275921	27316535	1.367533	2.012873	2.428498
ENSONIG00000018253	aanat1	LG6	+	27319059	27320769	0.000000	0.000000	0.000000
ENSONIG00000018255	RHBDF2	LG6	-	27324165	27338514	2.065188	3.746159	4.519679
ENSONIG00000018262	acox1	LG6	-	27361472	27375148	2.576462	8.389120	10.121333
ENSONIG00000027992	ten1	LG6	+	27375176	27378099	1.875994	2.697241	3.254177
ENSONIG00000018265	evpla	LG6	-	27379897	27394804	45.494598	66.238457	79.915588
ENSONIG00000018268	srp68	LG6	-	27402226	27414453	9.374530	14.593339	17.606621
ENSONIG00000028157	POLG2	LG6	-	27415568	27418571	2.311661	3.323629	4.009902
ENSONIG00000018269	DDX5	LG6	-	27420307	27429129	48.509281	78.077385	94.199059
ENSONIG00000032678	-	LG6	-	27494214	27497404	0.000000	0.000000	0.000000
ENSONIG00000007331	-	LG6	+	27511124	27542729	0.000000	0.000000	0.000000
ENSONIG00000035350	-	LG6	+	27560964	27567220	0.000000	0.000000	0.000000
ENSONIG00000032318	-	LG6	+	27592195	27757386	0.000000	0.000000	0.000000
ENSONIG00000018277	-	LG6	+	27614245	27617141	0.000000	0.000000	0.000000
ENSONIG00000018276	-	LG6	+	27669640	27721131	0.000000	0.000000	0.000000
ENSONIG00000037762	-	LG6	+	27687951	27690643	1.849234	2.658767	3.207757
ENSONIG00000038080	-	LG6	+	27740617	27744325	0.000000	0.000000	0.000000
ENSONIG00000039778	-	LG6	-	27767521	27770787	0.898911	1.528730	1.844387
ENSONIG00000036831	-	LG6	+	27779152	27787069	0.000000	0.000000	0.000000
ENSONIG00000042811	-	LG6	-	27798093	27860084	0.000000	0.000000	0.000000
ENSONIG00000036018	-	LG6	-	27860697	27867549	0.000000	0.000000	0.000000
ENSONIG00000033788	-	LG6	-	27875373	27878087	0.000000	0.000000	0.000000
ENSONIG00000039759	-	LG6	+	27907111	27943775	0.000000	0.000000	0.000000
ENSONIG00000032445	-	LG6	-	27918280	27926477	0.000000	0.000000	0.000000
ENSONIG00000038211	-	LG6	-	27924834	27926727	0.000000	0.000000	0.000000
ENSONIG00000027283	-	LG6	+	27950408	27955031	0.000000	0.000000	0.000000
ENSONIG00000033215	-	LG6	+	27956338	27957767	0.000000	0.000000	0.000000
ENSONIG00000035975	-	LG6	+	27959155	27961787	0.000000	0.000000	0.000000
ENSONIG00000032608	-	LG6	+	27978477	27984177	0.000000	0.000000	0.000000
ENSONIG00000028266	-	LG6	-	27991875	27992719	1.309524	1.882790	2.271554
ENSONIG00000034739	-	LG6	+	28001565	28003044	0.000000	0.000000	0.000000
ENSONIG00000029440	-	LG6	+	28012783	28023167	0.000000	0.000000	0.000000
ENSONIG00000037099	-	LG6	+	28066791	28067807	0.000000	0.000000	0.000000
ENSONIG00000034938	-	LG6	+	28071419	28072435	0.000000	0.000000	0.000000
ENSONIG00000006441	SMURF2	LG6	-	28125345	28185263	0.916554	3.688000	4.449511
ENSONIG00000006451	KPNA2	LG6	-	28186065	28193134	7.017832	12.279623	14.815160
ENSONIG00000040336	-	LG6	+	28194715	28197030	2.731143	3.926746	4.737553
ENSONIG00000006458	-	LG6	+	28197641	28198561	2.804511	4.032232	4.864820
ENSONIG00000006459	-	LG6	-	28207531	28258678	2.299561	4.465591	5.387662
ENSONIG00000006463	nol11	LG6	-	28259806	28271091	5.125037	7.817599	9.431803
ENSONIG00000006475	APOH	LG6	-	28278676	28283493	0.000000	0.000000	0.000000
ENSONIG00000029897	APOH	LG6	-	28284948	28287542	0.000000	0.000000	0.000000
ENSONIG00000017158	prkcaa	LG6	+	28290780	28415847	0.000000	0.000000	0.000000
ENSONIG00000031706	cacng1a	LG6	+	28476538	28486510	1.019430	1.465702	1.768345
ENSONIG00000006486	helz	LG6	-	28493247	28534710	2.189993	4.001389	4.827609
ENSONIG00000006489	psmd12	LG6	-	28541566	28548762	36.878246	57.503063	69.376480
ENSONIG00000006495	PITPNC1	LG6	+	28609971	28625039	1.424198	2.047664	2.470473
ENSONIG00000036201	-	LG6	-	28776481	28778018	1.799368	2.587071	3.121258
ENSONIG00000016158	-	LG6	-	28783802	28787246	5.985823	8.606215	10.383255
ENSONIG00000031417	tppp2	LG6	+	28789947	28794279	0.000000	0.000000	0.000000
ENSONIG00000033234	-	LG6	-	28802939	28804177	0.000000	0.000000	0.000000
ENSONIG00000016165	tusc3	LG6	-	28891512	28965498	4.942082	7.905371	9.537698
ENSONIG00000016170	abca1a	LG6	+	29398598	29452270	8.629687	17.230953	20.788858
ENSONIG00000036317	-	LG6	+	29435212	29437077	0.000000	0.000000	0.000000
ENSONIG00000016199	stra6l	LG6	+	29435860	29446604	0.000000	0.000000	0.000000
ENSONIG00000016216	TMOD1	LG6	+	29468567	29484685	1.923169	3.362484	4.056781
ENSONIG00000032258	cplx2a	LG6	-	29486657	29502627	1.486973	2.137920	2.579365
ENSONIG00000016228	gne	LG6	+	29520751	29540227	2.770486	11.705001	14.121888
ENSONIG00000016231	clta	LG6	+	29544672	29554424	46.426369	75.482140	91.067940
ENSONIG00000039178	nansa	LG6	+	29562429	29665969	9.866796	35.165894	42.427063
ENSONIG00000039295	-	LG6	+	29568187	29568949	8.142277	11.706692	14.123929
ENSONIG00000037203	-	LG6	-	29599384	29600475	0.000000	0.000000	0.000000
ENSONIG00000038975	-	LG6	+	29611178	29612612	0.000000	0.000000	0.000000
ENSONIG00000028499	-	LG6	-	29612507	29614971	0.000000	0.000000	0.000000
ENSONIG00000039808	-	LG6	+	29638817	29640386	0.000000	0.000000	0.000000
ENSONIG00000029061	NANS	LG6	+	29644987	29652315	0.000000	0.000000	0.000000
ENSONIG00000016241	slc24a2	LG6	+	29671855	29688315	0.000000	0.000000	0.000000
ENSONIG00000016245	xpa	LG6	+	29700080	29703051	3.847826	5.532275	6.674598
ENSONIG00000016247	fgf20a	LG6	-	29733996	29737087	0.000000	0.000000	0.000000
ENSONIG00000016249	MICU3	LG6	+	29740877	29778005	2.352413	4.836750	5.835458
ENSONIG00000039062	oni-mir-10563	LG6	+	29771179	29771236	0.000000	0.000000	0.000000
ENSONIG00000016253	vps37a	LG6	+	29778891	29807576	6.585337	10.448701	12.606182
ENSONIG00000034268	U3	LG6	+	29779947	29780162	2.824074	4.060359	4.898755
ENSONIG00000039003	U3	LG6	+	29780761	29780976	1.175926	1.690707	2.039810
ENSONIG00000037587	U3	LG6	+	29782361	29782576	0.000000	0.000000	0.000000
ENSONIG00000022242	U3	LG6	+	29783766	29783971	0.000000	0.000000	0.000000
ENSONIG00000021914	U3	LG6	-	29786862	29787100	0.000000	0.000000	0.000000
ENSONIG00000021529	U3	LG6	+	29789223	29789434	0.000000	0.000000	0.000000
ENSONIG00000022154	U3	LG6	+	29789897	29790111	0.000000	0.000000	0.000000
ENSONIG00000030314	-	LG6	-	29790905	29791106	0.000000	0.000000	0.000000
ENSONIG00000032549	U3	LG6	-	29790906	29791106	0.000000	0.000000	0.000000
ENSONIG00000041491	U3	LG6	-	29791862	29792048	0.000000	0.000000	0.000000
ENSONIG00000029605	U3	LG6	+	29793898	29794111	0.000000	0.000000	0.000000
ENSONIG00000033083	-	LG6	-	29794727	29794941	0.000000	0.000000	0.000000
ENSONIG00000031752	U3	LG6	-	29794728	29794941	0.000000	0.000000	0.000000
ENSONIG00000016258	nsmce1	LG6	+	29809963	29820019	4.728889	6.799038	8.202926
ENSONIG00000016260	caly	LG6	+	29832861	29837209	0.000000	0.000000	0.000000
ENSONIG00000016263	-	LG6	+	29879022	29881580	0.000000	0.000000	0.000000
ENSONIG00000016264	-	LG6	+	29882741	29888860	74.803001	107.549248	129.756363
ENSONIG00000016269	PNPLA6	LG6	+	29887885	29919105	9.426407	16.264030	19.622280
ENSONIG00000032331	-	LG6	-	29940355	29942820	0.000000	0.000000	0.000000
ENSONIG00000034109	-	LG6	-	29945360	29947702	0.000000	0.000000	0.000000
ENSONIG00000021117	adra2a	LG6	-	30033656	30034942	1.432789	2.060016	2.485375
ENSONIG00000016288	shoc2	LG6	-	30046648	30051953	7.364154	10.587934	12.774165
ENSONIG00000031935	bbip1	LG6	+	30064254	30066074	25.569971	36.763645	44.354729
ENSONIG00000016289	pdcd4b	LG6	-	30066433	30075812	15.472006	25.897591	31.245010
ENSONIG00000016298	smc3	LG6	-	30138756	30163405	14.856647	24.330338	29.354147
ENSONIG00000016307	dusp5	LG6	-	30164730	30169619	9.455766	13.595182	16.402361
ENSONIG00000039849	mxi1	LG6	-	30221399	30251204	5.556976	7.989633	9.639359
ENSONIG00000016310	add3a	LG6	-	30287207	30368551	0.393304	4.890717	5.900568
ENSONIG00000030707	5S_rRNA	LG6	+	30341480	30341598	0.000000	0.000000	0.000000
ENSONIG00000028698	-	LG6	+	30396094	30397614	5.759259	21.420137	25.843039
ENSONIG00000016313	xpnpep1	LG6	+	30406104	30416920	9.107345	20.092583	24.241367
ENSONIG00000043161	cxcl12b	LG6	+	30484154	30495636	11.873403	17.071180	20.596094
ENSONIG00000016321	hmox2a	LG6	+	30536646	30539354	2.430221	3.494090	4.215561
ENSONIG00000021118	tmem186	LG6	-	30542093	30544284	2.988447	4.296689	5.183883
ENSONIG00000016323	gde1	LG6	+	30544645	30550896	7.278369	10.464595	12.625359
ENSONIG00000016324	mcrip2	LG6	+	30562286	30566775	4.116622	5.918741	7.140862
ENSONIG00000028536	-	LG6	-	30567771	30570244	1.903821	2.737250	3.302446
ENSONIG00000016328	-	LG6	-	30571335	30581574	0.000000	0.000000	0.000000
ENSONIG00000016330	CREBBP	LG6	-	30586293	30622958	2.569649	3.694555	4.457419
ENSONIG00000016336	ADCY9	LG6	-	30628486	30665138	1.049782	1.509341	1.820995
ENSONIG00000016337	SRL	LG6	-	30670579	30687156	3.389305	4.873029	5.879228
ENSONIG00000030648	oni-mir-10891	LG6	-	30689210	30689267	8.310345	11.948335	14.415466
ENSONIG00000035252	TFAP4	LG6	-	30690541	30699761	1.802551	2.591647	3.126779
ENSONIG00000016339	-	LG6	-	30701799	30705217	15.397237	25.836971	31.171875
ENSONIG00000016343	-	LG6	+	30703290	30730261	0.000000	0.000000	0.000000
ENSONIG00000016342	-	LG6	+	30715206	30721992	0.000000	0.000000	0.000000
ENSONIG00000016344	-	LG6	+	30744681	30759585	6.924189	9.955367	12.010983
ENSONIG00000016350	slc27a1b	LG6	+	30761379	30768595	4.190224	7.413686	8.944489
ENSONIG00000016358	colgalt1b	LG6	+	30779716	30797905	0.994582	2.307497	2.783957
ENSONIG00000016364	-	LG6	+	30817704	30835326	0.000000	0.000000	0.000000
ENSONIG00000016372	ppap2d	LG6	-	30838264	30842682	0.000000	0.000000	0.000000
ENSONIG00000016374	-	LG6	-	30857899	30860132	6.391263	9.189144	11.086549
ENSONIG00000040688	tmed1b	LG6	+	30867074	30872168	23.772921	34.179905	41.237488
ENSONIG00000016381	DNM2	LG6	-	30873495	30891470	7.180156	16.579735	20.003174
ENSONIG00000043229	-	LG6	-	30892700	30897767	1.260411	1.812177	2.186361
ENSONIG00000030913	-	LG6	-	30916813	30920549	0.000000	0.000000	0.000000
ENSONIG00000029835	-	LG6	-	30923165	30931320	0.000000	0.000000	0.000000
ENSONIG00000033388	-	LG6	-	30943327	30948621	0.000000	0.000000	0.000000
ENSONIG00000030614	-	LG6	-	30949750	30950807	0.000000	0.000000	0.000000
ENSONIG00000039580	-	LG6	-	30962126	30969035	0.000000	0.000000	0.000000
ENSONIG00000042543	dnajb1	LG6	-	30997222	31000173	12.812684	18.421648	22.225410
ENSONIG00000042699	tecr	LG6	+	31002618	31017470	13.142641	25.884972	31.229788
ENSONIG00000028494	ndufb7	LG6	-	31016829	31019480	65.231987	93.788361	113.154099
ENSONIG00000016404	zgc:136908	LG6	-	31021373	31031267	2.102118	3.474462	4.191880
ENSONIG00000036695	-	LG6	-	31039265	31047078	0.000000	0.000000	0.000000
ENSONIG00000016411	prkaca	LG6	-	31051010	31068570	0.000000	0.000000	0.000000
ENSONIG00000039569	asf1bb	LG6	-	31070654	31075958	3.526873	8.177238	9.865701
ENSONIG00000016413	-	LG6	-	31077340	31100435	0.000000	0.000000	0.000000
ENSONIG00000040853	-	LG6	-	31134677	31144904	0.493241	2.341661	2.825176
ENSONIG00000017701	NTHL1	LG6	-	31148365	31153567	3.674419	5.282956	6.373799
ENSONIG00000017699	TSC2	LG6	+	31156659	31186448	9.491291	18.244301	22.011444
ENSONIG00000017694	-	LG6	-	31188701	31257565	0.716051	1.648692	1.989120
ENSONIG00000017693	-	LG6	+	31276334	31281450	0.000000	0.000000	0.000000
ENSONIG00000017691	si:ch211-202h22.8	LG6	+	31312690	31314344	129.842758	186.683563	225.230606
ENSONIG00000035666	-	LG6	-	31323563	31324852	0.000000	0.000000	0.000000
ENSONIG00000028111	-	LG6	-	31328560	31329931	0.000000	0.000000	0.000000
ENSONIG00000035434	-	LG6	-	31344059	31345126	0.000000	0.000000	0.000000
ENSONIG00000036837	-	LG6	+	31353921	31356938	34.723183	49.923832	60.232265
ENSONIG00000030221	-	LG6	+	31382669	31383564	3.033816	4.361919	5.262582
ENSONIG00000017683	exosc1	LG6	-	31386071	31390777	8.210744	11.805132	14.242695
ENSONIG00000031535	pgam1	LG6	-	31391945	31394830	41.660801	59.898502	72.266541
ENSONIG00000017677	pi4k2a	LG6	+	31397773	31403075	7.473958	10.745806	12.964636
