Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000027423	-	LG4	+	12470659	12472164	0.000000	0.000000	0.000000
ENSONIG00000040247	emp2	LG4	+	12504503	12506383	3.511166	7.803636	8.808929
ENSONIG00000036028	-	LG4	+	12509322	12529435	5.906338	13.126953	14.818016
ENSONIG00000015736	-	LG4	+	12533332	12623082	0.000000	0.000000	0.000000
ENSONIG00000015737	GRIN2A	LG4	-	12810525	12969565	0.000000	0.000000	0.000000
ENSONIG00000043094	-	LG4	+	12973460	12975609	0.000000	0.000000	0.000000
ENSONIG00000015741	-	LG4	-	12993968	13114064	0.000000	0.000000	0.000000
ENSONIG00000015756	b9d1	LG4	+	13176372	13179127	2.029925	4.511549	5.092743
ENSONIG00000015758	EPN2	LG4	-	13182748	13194227	1.976173	5.888708	6.647314
ENSONIG00000015760	grapa	LG4	+	13212966	13246057	3.889925	8.645435	9.759172
ENSONIG00000030128	-	LG4	+	13252045	13269301	0.000000	0.000000	0.000000
ENSONIG00000027390	SPHK1	LG4	-	13367059	13385577	0.000000	0.000000	0.000000
ENSONIG00000022161	-	LG4	+	13387394	13387465	0.000000	0.000000	0.000000
ENSONIG00000021905	-	LG4	+	13387636	13387705	0.000000	0.000000	0.000000
ENSONIG00000019447	-	LG4	-	13387769	13400064	2.856169	6.558585	7.403486
ENSONIG00000035861	-	LG4	-	13406894	13407860	0.000000	0.000000	0.000000
ENSONIG00000038093	cygb1	LG4	-	13407650	13414214	6.399390	22.303118	25.176291
ENSONIG00000039326	PRPSAP1	LG4	+	13415630	13426699	2.274919	10.115081	11.418143
ENSONIG00000029976	oni-mir-7132b	LG4	-	13428999	13429056	0.000000	0.000000	0.000000
ENSONIG00000032392	rasd4	LG4	-	13432347	13432973	0.000000	0.000000	0.000000
ENSONIG00000031423	-	LG4	-	13450431	13451617	0.000000	0.000000	0.000000
ENSONIG00000019444	MGAT5B	LG4	+	13471855	13540501	0.000000	0.000000	0.000000
ENSONIG00000031513	-	LG4	-	13535529	13536782	0.000000	0.000000	0.000000
ENSONIG00000019441	sec14l1	LG4	+	13563831	13576477	1.398124	3.653458	4.124110
ENSONIG00000034303	kctd13	LG4	+	13749757	13751756	0.000000	0.000000	0.000000
ENSONIG00000019437	pecam1a	LG4	+	13769176	13779956	7.187762	16.140596	18.219889
ENSONIG00000019436	PPP1R27	LG4	+	13790774	13793191	1.462174	3.249711	3.668351
ENSONIG00000031724	mcrip1	LG4	+	13794094	13797279	11.154083	24.790169	27.983732
ENSONIG00000019434	alyref	LG4	+	13800875	13804545	38.373486	116.083115	131.037384
ENSONIG00000036385	ARHGDIA	LG4	+	13805862	13816970	77.650208	172.579117	194.811417
ENSONIG00000019431	cdr2l	LG4	-	13819754	13826068	0.000000	0.000000	0.000000
ENSONIG00000019427	RECQL5	LG4	-	13828346	13842137	1.989106	4.420827	4.990335
ENSONIG00000019425	-	LG4	-	13843600	13849416	21.539557	47.872089	54.039150
ENSONIG00000019421	xylt2	LG4	+	13864774	13880555	2.405186	5.465662	6.169770
ENSONIG00000019418	-	LG4	+	13886195	13900864	9.593182	34.363575	38.790421
ENSONIG00000019417	NHERF1	LG4	+	13903600	13931176	14.390367	31.982872	36.103031
ENSONIG00000019415	atp2a1	LG4	+	13948575	13968925	29.827557	72.496292	81.835541
ENSONIG00000019414	rabep2	LG4	-	13971331	13980746	5.698639	13.852714	15.637274
ENSONIG00000019412	-	LG4	-	13987046	13993005	0.937120	2.738144	3.090883
ENSONIG00000019410	nudt9	LG4	-	13996609	14000215	2.830018	6.289771	7.100043
ENSONIG00000019408	mapk3	LG4	+	14001808	14012449	0.000000	0.000000	0.000000
ENSONIG00000019407	gdpd3a	LG4	+	14021141	14028159	6.549656	14.556740	16.431993
ENSONIG00000039300	ypel3	LG4	+	14030623	14035024	37.893921	84.219994	95.069519
ENSONIG00000019404	ATP6V0C	LG4	+	14038969	14045325	5.509412	21.451071	24.214479
ENSONIG00000019402	spsb3a	LG4	+	14046844	14050582	0.000000	0.000000	0.000000
ENSONIG00000019400	mrps34	LG4	+	14055763	14057063	12.796273	28.439970	32.103714
ENSONIG00000033641	nme3	LG4	+	14065242	14069862	1.031589	13.232791	14.937490
ENSONIG00000019397	mapk8ip3	LG4	-	14071616	14103319	0.000000	0.000000	0.000000
ENSONIG00000019396	jpt2	LG4	-	14124201	14128630	36.358597	80.807701	91.217651
ENSONIG00000019393	CRAMP1	LG4	+	14130491	14143525	0.000000	0.000000	0.000000
ENSONIG00000019392	dhrs7b	LG4	-	14145754	14152665	5.557120	12.350809	13.941887
ENSONIG00000033344	tmem11	LG4	-	14159520	14160415	9.148352	20.332392	22.951689
ENSONIG00000029787	natd1	LG4	-	14165439	14168047	2.264748	5.543971	6.258166
ENSONIG00000023291	-	LG4	+	14169266	14183518	0.000000	0.000000	0.000000
ENSONIG00000038992	-	LG4	-	14178725	14180923	0.000000	0.000000	0.000000
ENSONIG00000019386	hspbp1	LG4	+	14217342	14227706	1.806536	5.201561	5.871645
ENSONIG00000019389	tufm	LG4	-	14218651	14222986	20.488873	48.773754	55.056976
ENSONIG00000040160	tmem86b	LG4	-	14228461	14229704	0.000000	0.000000	0.000000
ENSONIG00000019385	aspdh	LG4	+	14229651	14233764	0.000000	0.000000	0.000000
ENSONIG00000019382	gys1	LG4	-	14233752	14242022	1.853321	6.594830	7.444400
ENSONIG00000019377	pold1	LG4	+	14246874	14257087	1.266026	3.333486	3.762918
ENSONIG00000029959	zgc:55558	LG4	-	14257184	14261702	13.292539	29.542929	33.348763
ENSONIG00000019373	slc17a7a	LG4	-	14266183	14279161	0.000000	0.000000	0.000000
ENSONIG00000019371	-	LG4	-	14280559	14293536	2.138155	9.909152	11.185688
ENSONIG00000019370	eps8l1a	LG4	+	14293557	14303166	28.006989	68.166092	76.947510
ENSONIG00000019366	xpo6	LG4	-	14299819	14334630	4.961889	16.676113	18.824394
ENSONIG00000033690	nme4	LG4	-	14304143	14306136	0.000000	0.000000	0.000000
ENSONIG00000028190	antkmt	LG4	-	14337049	14340696	1.611749	7.496285	8.461986
ENSONIG00000019363	-	LG4	-	14341294	14343347	2.142857	4.762542	5.376070
ENSONIG00000031208	kctd13	LG4	-	14363527	14364919	0.000000	0.000000	0.000000
ENSONIG00000014926	kctd13	LG4	-	14389048	14393521	2.218256	4.930118	5.565234
ENSONIG00000014927	SEZ6L2	LG4	-	14396381	14412910	0.000000	0.000000	0.000000
ENSONIG00000035313	-	LG4	+	14431226	14431904	0.000000	0.000000	0.000000
ENSONIG00000039798	-	LG4	+	14443995	14615308	0.000000	0.000000	0.000000
ENSONIG00000038982	-	LG4	+	14448998	14450990	0.000000	0.000000	0.000000
ENSONIG00000029881	-	LG4	+	14451609	14454027	0.000000	0.000000	0.000000
ENSONIG00000012457	-	LG4	+	14478878	14479171	0.000000	0.000000	0.000000
ENSONIG00000014938	-	LG4	+	14495325	14498678	0.000000	0.000000	0.000000
ENSONIG00000035945	-	LG4	+	14509529	14509825	0.000000	0.000000	0.000000
ENSONIG00000040847	-	LG4	+	14511006	14756340	0.000000	0.000000	0.000000
ENSONIG00000014934	-	LG4	+	14514892	14515490	0.000000	0.000000	0.000000
ENSONIG00000039810	-	LG4	+	14532616	14534120	0.000000	0.000000	0.000000
ENSONIG00000034972	-	LG4	+	14537198	14537509	0.000000	0.000000	0.000000
ENSONIG00000035404	-	LG4	+	14558463	14561906	0.000000	0.000000	0.000000
ENSONIG00000030829	-	LG4	+	14625756	14627609	0.000000	0.000000	0.000000
ENSONIG00000038835	-	LG4	-	14667837	14673384	0.000000	0.000000	0.000000
ENSONIG00000031402	-	LG4	+	14676641	14679576	0.000000	0.000000	0.000000
ENSONIG00000038238	-	LG4	+	14681060	14685134	2.484375	5.521573	6.232882
ENSONIG00000039037	-	LG4	+	14708656	14711708	0.000000	0.000000	0.000000
ENSONIG00000028759	-	LG4	+	14729754	14744832	0.000000	0.000000	0.000000
ENSONIG00000035157	-	LG4	+	14755437	14758401	0.000000	0.000000	0.000000
ENSONIG00000033763	-	LG4	+	14781719	14782244	0.000000	0.000000	0.000000
ENSONIG00000021354	-	LG4	+	14791816	14932380	0.000000	0.000000	0.000000
ENSONIG00000041553	-	LG4	+	14796223	14796512	0.000000	0.000000	0.000000
ENSONIG00000031839	-	LG4	+	14811326	14811628	0.000000	0.000000	0.000000
ENSONIG00000030782	-	LG4	+	14813598	14813904	0.000000	0.000000	0.000000
ENSONIG00000033516	-	LG4	+	14817027	14818167	0.000000	0.000000	0.000000
ENSONIG00000042037	-	LG4	+	14819776	14820090	0.000000	0.000000	0.000000
ENSONIG00000038705	-	LG4	+	14826457	14826750	0.000000	0.000000	0.000000
ENSONIG00000021353	-	LG4	+	14828847	14829785	0.000000	0.000000	0.000000
ENSONIG00000032344	-	LG4	+	14857122	14857671	6.361185	14.137859	15.959151
ENSONIG00000031122	-	LG4	+	14863940	14865866	0.000000	0.000000	0.000000
ENSONIG00000043141	-	LG4	+	14867361	15181342	0.033753	7.407467	8.361725
ENSONIG00000038932	-	LG4	+	14872687	14873043	0.000000	0.000000	0.000000
ENSONIG00000030668	-	LG4	+	14882963	14883265	0.000000	0.000000	0.000000
ENSONIG00000032868	-	LG4	+	14886185	14890740	0.000000	0.000000	0.000000
ENSONIG00000036039	-	LG4	+	14897363	14962376	0.000000	0.000000	0.000000
ENSONIG00000032475	-	LG4	+	14909479	14918570	0.000000	0.000000	0.000000
ENSONIG00000042463	-	LG4	+	14925016	14925309	2.829932	6.289580	7.099827
ENSONIG00000034713	-	LG4	+	14937272	14937568	2.870709	6.380207	7.202130
ENSONIG00000033960	-	LG4	+	14946305	14947529	0.000000	0.000000	0.000000
ENSONIG00000040303	-	LG4	+	14948314	14949731	0.000000	0.000000	0.000000
ENSONIG00000041608	-	LG4	+	14952612	14952908	0.000000	0.000000	0.000000
ENSONIG00000036300	-	LG4	+	14982991	14983347	0.000000	0.000000	0.000000
ENSONIG00000004535	-	LG4	+	14995905	14996823	0.000000	0.000000	0.000000
ENSONIG00000028664	-	LG4	+	15001833	15002458	0.000000	0.000000	0.000000
ENSONIG00000038438	-	LG4	+	15008087	15008800	0.000000	0.000000	0.000000
ENSONIG00000032899	-	LG4	+	15012647	15200198	0.000000	0.000000	0.000000
ENSONIG00000040926	-	LG4	+	15018793	15019089	0.000000	0.000000	0.000000
ENSONIG00000035242	-	LG4	+	15020863	15021431	0.000000	0.000000	0.000000
ENSONIG00000034612	-	LG4	+	15034894	15091982	0.000000	0.000000	0.000000
ENSONIG00000043105	-	LG4	+	15038457	15038798	0.000000	0.000000	0.000000
ENSONIG00000033091	-	LG4	+	15044184	15046331	0.000000	0.000000	0.000000
ENSONIG00000038638	-	LG4	+	15047816	15052026	0.000000	0.000000	0.000000
ENSONIG00000042426	-	LG4	+	15057404	15058120	0.000000	0.000000	0.000000
ENSONIG00000040943	-	LG4	+	15061959	15066328	0.000000	0.000000	0.000000
ENSONIG00000039516	-	LG4	+	15078530	15079283	0.000000	0.000000	0.000000
ENSONIG00000004526	-	LG4	+	15093902	15095043	0.000000	0.000000	0.000000
ENSONIG00000040218	-	LG4	+	15095965	15096270	0.000000	0.000000	0.000000
ENSONIG00000038896	-	LG4	+	15098706	15101587	0.000000	0.000000	0.000000
ENSONIG00000004534	-	LG4	+	15108334	15109262	0.000000	0.000000	0.000000
ENSONIG00000030355	-	LG4	+	15114981	15115362	0.000000	0.000000	0.000000
ENSONIG00000034921	-	LG4	+	15118575	15121128	0.000000	0.000000	0.000000
ENSONIG00000036204	-	LG4	+	15124528	15125113	0.000000	0.000000	0.000000
ENSONIG00000021352	-	LG4	+	15133841	15134409	1.350870	3.002335	3.389107
ENSONIG00000004540	-	LG4	+	15173703	15174313	0.000000	0.000000	0.000000
ENSONIG00000004529	-	LG4	+	15178473	15179750	0.000000	0.000000	0.000000
ENSONIG00000038086	-	LG4	+	15182393	15188172	1.060968	2.358022	2.661792
ENSONIG00000027437	-	LG4	+	15194052	15194879	0.000000	0.000000	0.000000
ENSONIG00000032690	-	LG4	+	15204096	15204643	0.000000	0.000000	0.000000
ENSONIG00000029357	-	LG4	-	15209541	15212240	0.000000	0.000000	0.000000
ENSONIG00000040770	-	LG4	+	15232888	15430661	0.000000	0.000000	0.000000
ENSONIG00000037920	-	LG4	+	15246718	15247498	0.000000	0.000000	0.000000
ENSONIG00000021351	-	LG4	+	15250033	15250643	0.000000	0.000000	0.000000
ENSONIG00000031632	-	LG4	+	15255723	15256778	0.000000	0.000000	0.000000
ENSONIG00000029148	-	LG4	+	15261127	15264234	1.130782	2.513185	2.836943
ENSONIG00000030247	-	LG4	+	15266268	15269376	1.058109	2.351668	2.654619
ENSONIG00000035118	-	LG4	+	15285353	15290154	0.000000	0.000000	0.000000
ENSONIG00000040792	-	LG4	+	15292159	15294635	0.000000	0.000000	0.000000
ENSONIG00000032483	-	LG4	+	15298738	15305120	0.000000	0.000000	0.000000
ENSONIG00000036261	-	LG4	+	15324260	15375230	0.000000	0.000000	0.000000
ENSONIG00000033637	-	LG4	+	15327904	15329701	0.000000	0.000000	0.000000
ENSONIG00000036579	-	LG4	+	15334595	15335005	0.000000	0.000000	0.000000
ENSONIG00000038048	-	LG4	+	15350212	15352672	0.000000	0.000000	0.000000
ENSONIG00000036031	-	LG4	+	15358637	15362428	0.000000	0.000000	0.000000
ENSONIG00000035343	-	LG4	+	15361140	15685591	65.654198	411.421265	464.422119
ENSONIG00000034417	-	LG4	+	15367080	15367698	0.000000	0.000000	0.000000
ENSONIG00000042073	-	LG4	+	15370623	15370904	1.191489	2.648108	2.989247
ENSONIG00000041349	-	LG4	+	15378944	15380078	0.000000	0.000000	0.000000
ENSONIG00000041652	-	LG4	+	15382688	15383322	1.011866	2.248892	2.538603
ENSONIG00000028007	-	LG4	+	15383969	15384835	0.000000	0.000000	0.000000
ENSONIG00000027690	-	LG4	+	15387824	15389024	1.250000	2.778150	3.136041
ENSONIG00000033619	-	LG4	+	15393789	15394198	0.000000	0.000000	0.000000
ENSONIG00000034909	-	LG4	+	15398238	15400237	0.000000	0.000000	0.000000
ENSONIG00000039577	-	LG4	+	15399944	15412054	0.000000	0.000000	0.000000
ENSONIG00000026635	-	LG4	+	15411568	15663344	3.694494	8.211085	9.268869
ENSONIG00000033340	-	LG4	+	15423651	15424671	0.000000	0.000000	0.000000
ENSONIG00000028618	-	LG4	+	15444647	15452687	0.000000	0.000000	0.000000
ENSONIG00000034216	-	LG4	+	15453126	15455599	0.000000	0.000000	0.000000
ENSONIG00000032816	-	LG4	+	15484061	15486571	0.000000	0.000000	0.000000
ENSONIG00000033481	-	LG4	+	15491577	15491835	2.839080	6.309912	7.122778
ENSONIG00000036798	-	LG4	+	15492787	15493235	2.023075	4.496324	5.075558
ENSONIG00000027274	-	LG4	+	15516934	15520019	2.537813	5.640339	6.366950
ENSONIG00000040057	-	LG4	-	15538362	15541338	0.000000	0.000000	0.000000
ENSONIG00000007350	-	LG4	+	15574712	15575020	0.000000	0.000000	0.000000
ENSONIG00000029127	-	LG4	+	15592841	15652155	0.000000	0.000000	0.000000
ENSONIG00000033472	-	LG4	+	15656243	15656299	0.000000	0.000000	0.000000
ENSONIG00000033593	-	LG4	+	15679806	15679862	1.852549	4.117327	4.647737
ENSONIG00000030428	-	LG4	+	15681279	15681344	3.079545	6.844349	7.726065
ENSONIG00000040712	-	LG4	+	15682234	15682290	3.258763	7.242665	8.175693
ENSONIG00000034392	-	LG4	+	15688808	15691536	9.503890	40.266483	45.453766
ENSONIG00000040234	oni-mir-10824	LG4	+	15702743	15702802	0.000000	0.000000	0.000000
ENSONIG00000031881	-	LG4	+	15709156	15720288	73.006561	162.258530	183.161270
ENSONIG00000042196	-	LG4	+	15709398	15709454	3.158282	7.019344	7.923603
ENSONIG00000040530	-	LG4	-	15733158	15734424	0.000000	0.000000	0.000000
ENSONIG00000037697	-	LG4	+	15739990	15744448	0.000000	0.000000	0.000000
ENSONIG00000033896	-	LG4	+	15756491	15756556	10.352628	23.008919	25.973017
ENSONIG00000032666	-	LG4	+	15757446	15757502	10.402998	23.120869	26.099386
ENSONIG00000040008	-	LG4	+	15758370	15758426	10.427563	23.175465	26.161016
ENSONIG00000010953	-	LG4	+	15758516	15776737	18.969080	262.196106	295.973206
ENSONIG00000038630	-	LG4	-	15770590	15773190	0.000000	0.000000	0.000000
ENSONIG00000036238	-	LG4	+	15786703	15786759	3.259169	7.243567	8.176711
ENSONIG00000042337	-	LG4	+	15787211	15793061	116.771004	259.525848	292.958954
ENSONIG00000010955	-	LG4	+	15795881	15872627	76.664009	322.170380	363.673584
ENSONIG00000008899	-	LG4	-	15816466	15817694	15.168011	33.711201	38.054008
ENSONIG00000040958	oni-mir-10824	LG4	+	15847402	15847461	0.000000	0.000000	0.000000
ENSONIG00000035501	-	LG4	+	15870090	15870155	0.000000	0.000000	0.000000
ENSONIG00000002020	-	LG4	+	15876223	15884314	39.259663	109.109642	123.165565
ENSONIG00000030323	-	LG4	+	15890366	15891263	0.000000	0.000000	0.000000
ENSONIG00000029643	NACC1	LG4	+	15911302	15927449	0.000000	0.000000	0.000000
ENSONIG00000020852	-	LG4	+	15936072	15936638	2.996473	6.659720	7.517651
ENSONIG00000002030	-	LG4	-	15946413	16019861	0.000000	0.000000	0.000000
ENSONIG00000002057	alkbh7	LG4	+	16028851	16030739	3.132179	6.961329	7.858114
ENSONIG00000002060	gtf2f1	LG4	-	16033665	16037802	10.002423	25.203346	28.450138
ENSONIG00000002075	sgsm3	LG4	+	16202999	16216166	1.999468	5.213147	5.884724
ENSONIG00000002088	GTPBP1	LG4	-	16219168	16227592	3.364976	7.990817	9.020224
ENSONIG00000002098	-	LG4	+	16236253	16240350	18.386139	40.863556	46.127750
ENSONIG00000002104	CACNA1I	LG4	+	16335159	16467428	0.000000	0.000000	0.000000
ENSONIG00000034364	-	LG4	-	16399164	16400489	0.000000	0.000000	0.000000
ENSONIG00000038610	oni-mir-10573b	LG4	+	16479963	16480023	0.000000	0.000000	0.000000
ENSONIG00000041027	-	LG4	+	16491728	16493041	0.000000	0.000000	0.000000
ENSONIG00000002109	luc7l3	LG4	-	16504658	16510172	9.546344	21.216936	23.950184
ENSONIG00000002112	ANKRD40	LG4	+	16512472	16516817	1.059952	2.355764	2.659243
ENSONIG00000002115	-	LG4	+	16524519	16527975	1.247241	2.772018	3.129120
ENSONIG00000020854	tob1a	LG4	-	16568155	16569174	20.647058	45.888496	51.800022
ENSONIG00000002119	spag9a	LG4	-	16630625	16657220	1.276793	3.906687	4.409962
ENSONIG00000002128	-	LG4	+	16690007	16692903	0.000000	0.000000	0.000000
ENSONIG00000042915	-	LG4	+	16711255	16716529	1.273148	3.009156	3.396807
ENSONIG00000002130	-	LG4	+	16721777	16726493	2.300467	5.112833	5.771488
ENSONIG00000040254	-	LG4	-	16736576	16741300	37.076923	85.398949	96.400368
ENSONIG00000037613	-	LG4	+	16747825	16749505	0.000000	0.000000	0.000000
ENSONIG00000002138	sstr5	LG4	+	16766680	16769624	4.263091	9.474804	10.695384
ENSONIG00000029228	NHERF2	LG4	+	16798377	16832718	1.422672	3.161916	3.569247
ENSONIG00000022178	oni-mir-24a-2	LG4	+	16854889	16854946	0.000000	0.000000	0.000000
ENSONIG00000002141	dhps	LG4	-	16861891	16867205	1.451023	6.076831	6.859672
ENSONIG00000002146	-	LG4	-	16871019	16874050	0.000000	0.000000	0.000000
ENSONIG00000002147	tnpo2a	LG4	-	16878359	16889260	0.000000	0.000000	0.000000
ENSONIG00000002150	-	LG4	-	16892178	16906466	5.930688	18.338690	20.701149
ENSONIG00000002158	rfx1a	LG4	+	16912543	16929270	2.055189	5.057430	5.708948
ENSONIG00000002163	KHSRP	LG4	-	16930946	16938592	0.000000	0.000000	0.000000
ENSONIG00000002176	-	LG4	-	16939420	16942597	1.054952	2.344652	2.646698
ENSONIG00000039820	-	LG4	-	16940299	16952430	2.164566	5.606493	6.328743
ENSONIG00000002178	-	LG4	+	16958057	16968546	1.536915	3.415824	3.855863
ENSONIG00000002183	-	LG4	+	16969390	16973359	10.007359	24.328348	27.462420
ENSONIG00000002188	rhot1a	LG4	+	16976210	16995162	1.450845	5.845171	6.598168
ENSONIG00000038817	-	LG4	+	16997158	16998045	0.000000	0.000000	0.000000
ENSONIG00000002199	zgc:153240	LG4	-	17000037	17004199	1.477495	3.308414	3.734616
ENSONIG00000002200	znf207a	LG4	+	17005239	17010053	0.000000	0.000000	0.000000
ENSONIG00000002203	-	LG4	-	17013387	17021344	1.081018	2.402584	2.712094
ENSONIG00000041549	-	LG4	-	17061399	17063007	0.000000	0.000000	0.000000
ENSONIG00000002204	-	LG4	-	17067151	17068275	0.000000	0.000000	0.000000
ENSONIG00000038827	-	LG4	-	17085191	17086643	0.000000	0.000000	0.000000
ENSONIG00000042637	-	LG4	-	17098669	17102744	0.000000	0.000000	0.000000
ENSONIG00000002205	-	LG4	-	17117670	17157303	0.000000	0.000000	0.000000
ENSONIG00000033213	-	LG4	-	17134542	17135366	0.000000	0.000000	0.000000
ENSONIG00000038780	-	LG4	-	17149571	17150231	0.000000	0.000000	0.000000
ENSONIG00000002210	TNRC6C	LG4	-	17169048	17180083	0.000000	0.000000	0.000000
ENSONIG00000002224	septin9a	LG4	-	17250742	17329386	0.674461	12.722600	14.361574
ENSONIG00000033783	-	LG4	+	17280166	17281626	0.000000	0.000000	0.000000
ENSONIG00000033860	-	LG4	+	17286092	17288627	1.057492	2.350297	2.653071
ENSONIG00000029996	jpt1b	LG4	-	17359384	17368685	40.926575	90.960121	102.677948
ENSONIG00000002235	-	LG4	-	17371029	17374877	62.377552	149.504959	168.764755
ENSONIG00000002239	NUP85	LG4	+	17377102	17383571	2.831892	8.572203	9.676507
ENSONIG00000002247	GGA3	LG4	-	17385886	17393939	0.000000	0.000000	0.000000
ENSONIG00000002249	mrps7	LG4	+	17395053	17397113	15.002611	33.343597	37.639046
ENSONIG00000002251	mif4gda	LG4	-	17398608	17400963	1.280781	2.846561	3.213266
ENSONIG00000002254	slc25a19	LG4	+	17401613	17405929	1.888734	4.197748	4.738518
ENSONIG00000002256	PITPNC1	LG4	-	17408419	17425482	0.000000	0.000000	0.000000
ENSONIG00000002263	-	LG4	-	17463200	17464338	0.000000	0.000000	0.000000
ENSONIG00000034362	cacng4b	LG4	-	17536298	17553941	0.000000	0.000000	0.000000
ENSONIG00000002267	-	LG4	+	17556723	17560149	0.000000	0.000000	0.000000
ENSONIG00000002268	aimp2	LG4	-	17560583	17564691	34.509506	76.698051	86.578598
ENSONIG00000002269	pvalb8	LG4	-	17576625	17579054	0.000000	0.000000	0.000000
ENSONIG00000002272	pvalb4	LG4	-	17583659	17589315	8.039752	34.535767	38.984798
ENSONIG00000002277	lmtk2	LG4	+	17596608	17624296	0.000000	0.000000	0.000000
ENSONIG00000002280	TECPR1	LG4	-	17627460	17639909	0.000000	0.000000	0.000000
ENSONIG00000002292	bri3	LG4	+	17642798	17647792	40.204716	103.880913	117.263245
ENSONIG00000002293	baiap2l1b	LG4	-	17648261	17676674	6.063066	13.503513	15.243088
ENSONIG00000002302	FAM20C	LG4	+	17940071	17981399	0.000000	0.000000	0.000000
ENSONIG00000032168	RAI1	LG4	+	18028354	18035401	0.000000	0.000000	0.000000
ENSONIG00000002304	srebf1	LG4	-	18042832	18058209	2.688617	7.543897	8.515730
ENSONIG00000021542	oni-mir-33b	LG4	-	18045636	18045696	0.000000	0.000000	0.000000
ENSONIG00000002306	TOM1L2	LG4	-	18061841	18079037	0.481818	2.619964	2.957478
ENSONIG00000041815	GID4	LG4	+	18086951	18093165	4.206697	9.349467	10.553901
ENSONIG00000002316	noxo1a	LG4	+	18094989	18098005	2.071667	4.604321	5.197467
ENSONIG00000002319	tbl3	LG4	-	18099078	18116866	1.390689	5.897974	6.657773
ENSONIG00000002325	RNF151	LG4	+	18116356	18118989	0.000000	0.000000	0.000000
ENSONIG00000002326	rps2	LG4	+	18120179	18122075	1965.257568	4367.823730	4930.503418
ENSONIG00000036447	-	LG4	-	18149837	18152080	1.526063	3.391705	3.828637
ENSONIG00000033706	-	LG4	-	18220872	18221918	0.000000	0.000000	0.000000
ENSONIG00000030662	-	LG4	-	18229718	18233134	0.000000	0.000000	0.000000
ENSONIG00000027225	-	LG4	-	18286945	18289095	0.000000	0.000000	0.000000
ENSONIG00000040519	TMED6	LG4	+	18300079	18305227	0.000000	0.000000	0.000000
ENSONIG00000042056	-	LG4	-	18311132	18313508	0.000000	0.000000	0.000000
ENSONIG00000017214	ndufb10	LG4	-	18318205	18320879	127.998421	284.479004	321.126678
ENSONIG00000017211	-	LG4	+	18321595	18326477	1.761335	5.898650	6.658536
ENSONIG00000031129	-	LG4	-	18322666	18324678	0.000000	0.000000	0.000000
ENSONIG00000017210	-	LG4	-	18325853	18333365	0.000000	0.000000	0.000000
ENSONIG00000030212	-	LG4	-	18339154	18344621	0.000000	0.000000	0.000000
ENSONIG00000035540	msrb1a	LG4	+	18345225	18347254	18.395203	40.883701	46.150494
ENSONIG00000017209	MSRB1	LG4	+	18346535	18349143	6.659142	14.800075	16.706676
ENSONIG00000017208	-	LG4	+	18362494	18376507	1.943008	4.318374	4.874683
ENSONIG00000020557	fahd1	LG4	-	18387236	18387898	3.227753	7.173745	8.097894
ENSONIG00000035498	hagh	LG4	+	18388015	18394996	8.083649	43.151257	48.710163
ENSONIG00000031675	-	LG4	+	18396510	18397724	0.000000	0.000000	0.000000
ENSONIG00000017203	HAGHL	LG4	+	18398304	18403039	3.554098	7.899053	8.916638
ENSONIG00000017199	narfl	LG4	-	18404688	18409091	2.278562	5.064149	5.716532
ENSONIG00000017196	e4f1	LG4	+	18410016	18417859	2.312945	5.140565	5.802793
ENSONIG00000017188	slc5a11	LG4	+	18447093	18452912	0.000000	0.000000	0.000000
ENSONIG00000017185	arhgap17b	LG4	-	18453696	18478835	12.718844	34.378525	38.807297
ENSONIG00000036197	-	LG4	-	18482496	18487048	4.254975	9.456765	10.675022
ENSONIG00000017182	cbx8a	LG4	-	18489909	18492612	7.669285	17.045137	19.240957
ENSONIG00000035760	cbx4	LG4	-	18498892	18505490	6.756703	15.016905	16.951441
ENSONIG00000017177	tbc1d16	LG4	-	18537803	18558155	0.987657	2.303319	2.600042
ENSONIG00000017174	GAA	LG4	-	18562117	18570316	0.000000	0.000000	0.000000
ENSONIG00000017173	-	LG4	-	18576062	18583966	0.000000	0.000000	0.000000
ENSONIG00000033886	-	LG4	-	18600572	18605212	0.000000	0.000000	0.000000
ENSONIG00000017169	-	LG4	-	18612879	18635394	3.011337	16.581226	18.717283
ENSONIG00000017165	tex2	LG4	-	18639525	18667811	0.000000	0.000000	0.000000
ENSONIG00000017163	axin2	LG4	-	18710898	18724520	5.969776	13.267945	14.977172
ENSONIG00000017161	cep112	LG4	-	18737790	18851473	0.000000	0.000000	0.000000
ENSONIG00000032197	oni-mir-10875	LG4	-	18745385	18745441	0.000000	0.000000	0.000000
ENSONIG00000034048	PRKCA	LG4	+	18852287	18971262	0.000000	0.000000	0.000000
ENSONIG00000017152	CYTH3	LG4	-	18996848	19040333	0.000000	0.000000	0.000000
ENSONIG00000033314	-	LG4	-	19050187	19051018	2.934108	6.521112	7.361187
ENSONIG00000039734	SMIM10L2A	LG4	-	19052522	19053554	0.000000	0.000000	0.000000
ENSONIG00000017149	RAC1	LG4	+	19054649	19088587	9.615135	139.638184	157.626892
ENSONIG00000017147	stk19	LG4	-	19091047	19094060	11.812717	26.253998	29.636135
ENSONIG00000017143	DXO	LG4	+	19095643	19104021	1.871984	4.160522	4.696496
ENSONIG00000017142	-	LG4	-	19101496	19104715	0.000000	0.000000	0.000000
