Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000016269	PNPLA6	LG6	+	29887885	29919105	9.891127	13.433821	16.792603
ENSONIG00000032331	-	LG6	-	29940355	29942820	0.000000	0.000000	0.000000
ENSONIG00000021117	adra2a	LG6	-	30033656	30034942	0.000000	0.000000	0.000000
ENSONIG00000016288	shoc2	LG6	-	30046648	30051953	6.220721	7.040457	8.800743
ENSONIG00000031935	bbip1	LG6	+	30064254	30066074	21.542274	24.381012	30.476856
ENSONIG00000016289	pdcd4b	LG6	-	30066433	30075812	22.551975	29.714548	37.143909
ENSONIG00000016298	smc3	LG6	-	30138756	30163405	18.748697	24.169643	30.212641
ENSONIG00000016307	dusp5	LG6	-	30164730	30169619	7.295419	8.256775	10.321168
ENSONIG00000039849	mxi1	LG6	-	30221399	30251204	5.148416	5.826849	7.283703
ENSONIG00000016310	add3a	LG6	-	30287207	30368551	0.302206	2.954294	3.692940
ENSONIG00000030707	5S_rRNA	LG6	+	30341480	30341598	0.000000	0.000000	0.000000
ENSONIG00000028698	-	LG6	+	30396094	30397614	4.692901	13.739435	17.174627
ENSONIG00000016313	xpnpep1	LG6	+	30406104	30416920	13.481920	23.496330	29.370985
ENSONIG00000043161	cxcl12b	LG6	+	30484154	30495636	15.087688	17.075872	21.345253
ENSONIG00000016321	hmox2a	LG6	+	30536646	30539354	2.379211	2.692732	3.365980
ENSONIG00000021118	tmem186	LG6	-	30542093	30544284	6.042362	6.838596	8.548410
ENSONIG00000016323	gde1	LG6	+	30544645	30550896	12.052305	13.640500	17.050955
ENSONIG00000016324	mcrip2	LG6	+	30562286	30566775	7.399464	8.374530	10.468366
ENSONIG00000028536	-	LG6	-	30567771	30570244	2.529644	2.862988	3.578805
ENSONIG00000016328	-	LG6	-	30571335	30581574	1.201855	1.360230	1.700320
ENSONIG00000016330	CREBBP	LG6	-	30586293	30622958	2.139028	2.420899	3.026182
ENSONIG00000016336	ADCY9	LG6	-	30628486	30665138	0.000000	0.000000	0.000000
ENSONIG00000016337	SRL	LG6	-	30670579	30687156	1.713155	1.938906	2.423680
ENSONIG00000030648	oni-mir-10891	LG6	-	30689210	30689267	16.775862	18.986504	23.733591
ENSONIG00000035252	TFAP4	LG6	-	30690541	30699761	3.809812	4.311851	5.389918
ENSONIG00000016339	-	LG6	-	30701799	30705217	20.833984	27.899275	34.874771
ENSONIG00000016343	-	LG6	+	30703290	30730261	0.000000	0.000000	0.000000
ENSONIG00000016342	-	LG6	+	30715206	30721992	0.000000	0.000000	0.000000
ENSONIG00000016344	-	LG6	+	30744681	30759585	8.775487	9.931878	12.415089
ENSONIG00000016350	slc27a1b	LG6	+	30761379	30768595	7.206924	10.037342	12.546921
ENSONIG00000016358	colgalt1b	LG6	+	30779716	30797905	2.179817	4.047287	5.059207
ENSONIG00000032269	nxnl1	LG6	+	30805774	30807338	0.000000	0.000000	0.000000
ENSONIG00000016364	-	LG6	+	30817704	30835326	0.000000	0.000000	0.000000
ENSONIG00000016372	ppap2d	LG6	-	30838264	30842682	1.208054	1.367245	1.709090
ENSONIG00000016374	-	LG6	-	30857899	30860132	7.838556	8.871483	11.089569
ENSONIG00000040688	tmed1b	LG6	+	30867074	30872168	34.077824	38.568436	48.211479
ENSONIG00000016381	DNM2	LG6	-	30873495	30891470	10.037223	18.359058	22.949270
ENSONIG00000043229	-	LG6	-	30892700	30897767	1.483065	1.678496	2.098161
ENSONIG00000030913	-	LG6	-	30916813	30920549	2.533370	4.301410	5.376867
ENSONIG00000029835	-	LG6	-	30923165	30931320	1.304000	1.475835	1.844829
ENSONIG00000033388	-	LG6	-	30943327	30948621	0.000000	0.000000	0.000000
ENSONIG00000030614	-	LG6	-	30949750	30950807	0.000000	0.000000	0.000000
ENSONIG00000039580	-	LG6	-	30962126	30969035	0.000000	0.000000	0.000000
ENSONIG00000042543	dnajb1	LG6	-	30997222	31000173	25.099558	28.407055	35.509510
ENSONIG00000042699	tecr	LG6	+	31002618	31017470	22.966455	35.575447	44.470173
ENSONIG00000028494	ndufb7	LG6	-	31016829	31019480	125.997299	142.600616	178.254227
ENSONIG00000016404	zgc:136908	LG6	-	31021373	31031267	3.053962	4.048445	5.060654
ENSONIG00000036347	-	LG6	-	31035709	31037102	0.000000	0.000000	0.000000
ENSONIG00000036695	-	LG6	-	31039265	31047078	0.000000	0.000000	0.000000
ENSONIG00000016411	prkaca	LG6	-	31051010	31068570	1.391708	2.173666	2.717135
ENSONIG00000039569	asf1bb	LG6	-	31070654	31075958	4.578176	8.355666	10.444786
ENSONIG00000016413	-	LG6	-	31077340	31100435	0.000000	0.000000	0.000000
ENSONIG00000040853	-	LG6	-	31134677	31144904	1.399195	5.228952	6.536317
ENSONIG00000017701	NTHL1	LG6	-	31148365	31153567	7.955894	9.004283	11.255573
ENSONIG00000017699	TSC2	LG6	+	31156659	31186448	12.677523	19.078360	23.848412
ENSONIG00000017694	-	LG6	-	31188701	31257565	0.000000	0.000000	0.000000
ENSONIG00000017691	si:ch211-202h22.8	LG6	+	31312690	31314344	105.689690	119.616966	149.524109
ENSONIG00000035666	-	LG6	-	31323563	31324852	0.000000	0.000000	0.000000
ENSONIG00000028111	-	LG6	-	31328560	31329931	0.000000	0.000000	0.000000
ENSONIG00000035434	-	LG6	-	31344059	31345126	0.000000	0.000000	0.000000
ENSONIG00000036837	-	LG6	+	31353921	31356938	56.294117	63.712284	79.641899
ENSONIG00000017688	gprc5bb	LG6	+	31363618	31373741	0.000000	0.000000	0.000000
ENSONIG00000030221	-	LG6	+	31382669	31383564	5.956522	6.741444	8.426969
ENSONIG00000017683	exosc1	LG6	-	31386071	31390777	12.750413	14.430601	18.038601
ENSONIG00000031535	pgam1	LG6	-	31391945	31394830	61.456799	69.555283	86.945793
ENSONIG00000017677	pi4k2a	LG6	+	31397773	31403075	11.779017	13.331200	16.664322
ENSONIG00000040860	-	LG6	-	31407872	31408608	0.000000	0.000000	0.000000
ENSONIG00000036990	-	LG6	+	31416311	31416933	4.032313	4.563672	5.704700
ENSONIG00000017673	zfyve27	LG6	+	31420187	31428165	3.465278	4.322110	5.402743
ENSONIG00000017672	GOLGA7B	LG6	+	31434132	31438040	0.000000	0.000000	0.000000
ENSONIG00000017670	crtac1a	LG6	-	31440919	31447318	3.258810	4.326906	5.408737
ENSONIG00000027510	-	LG6	+	31447906	31450998	11.895833	13.463408	16.829588
ENSONIG00000017669	LOXL4	LG6	-	31457291	31475190	8.848084	10.236841	12.796300
ENSONIG00000017668	tekt4	LG6	-	31481483	31485281	0.000000	0.000000	0.000000
ENSONIG00000041354	-	LG6	-	31487287	31488651	0.000000	0.000000	0.000000
ENSONIG00000036463	-	LG6	-	31506363	31578209	1.160111	22.016981	27.521761
ENSONIG00000016550	-	LG6	-	31516079	31527437	0.000000	0.000000	0.000000
ENSONIG00000037706	-	LG6	-	31568092	31570191	0.000000	0.000000	0.000000
ENSONIG00000030004	-	LG6	-	31574674	31620642	1.108359	1.254413	1.568047
ENSONIG00000039495	-	LG6	+	31583154	31585199	0.000000	0.000000	0.000000
ENSONIG00000033042	-	LG6	-	31608498	31620447	0.000000	0.000000	0.000000
ENSONIG00000038877	-	LG6	-	31625275	31631147	0.000000	0.000000	0.000000
ENSONIG00000032542	-	LG6	-	31683268	31684341	0.000000	0.000000	0.000000
ENSONIG00000016456	-	LG6	-	31717812	31746649	0.000000	0.000000	0.000000
ENSONIG00000041386	-	LG6	-	31751456	31772717	0.000000	0.000000	0.000000
ENSONIG00000027617	-	LG6	-	31779315	31799722	0.000000	0.000000	0.000000
ENSONIG00000028496	-	LG6	-	31806004	31820218	19.319885	22.333559	27.917492
ENSONIG00000027863	-	LG6	-	31821775	31824152	10.865979	12.297846	15.372605
ENSONIG00000016459	-	LG6	-	31853375	31905951	0.000000	0.000000	0.000000
ENSONIG00000031326	oni-mir-722-1	LG6	-	31866576	31866640	0.000000	0.000000	0.000000
ENSONIG00000016462	slc25a10b	LG6	-	31922178	31932660	5.530147	6.414529	8.018317
ENSONIG00000021119	-	LG6	-	31937818	31938607	0.000000	0.000000	0.000000
ENSONIG00000037618	-	LG6	+	31941565	31943219	2.966495	3.357405	4.196838
ENSONIG00000027908	-	LG6	-	31944437	31946143	2.059556	2.330954	2.913749
ENSONIG00000042030	-	LG6	+	31947410	31950337	0.000000	0.000000	0.000000
ENSONIG00000016464	-	LG6	-	31952763	31959606	22.309994	34.016911	42.521965
ENSONIG00000016466	-	LG6	-	31967497	31968980	0.000000	0.000000	0.000000
ENSONIG00000016467	-	LG6	+	31969429	31982826	0.000000	0.000000	0.000000
ENSONIG00000016470	EPN3	LG6	+	31982664	31996453	0.000000	0.000000	0.000000
ENSONIG00000016471	b3gntl1	LG6	+	32000286	32015269	6.925065	7.837617	9.797211
ENSONIG00000016472	METRNL	LG6	+	32022756	32028829	23.494623	26.590631	33.238937
ENSONIG00000016474	-	LG6	+	32034593	32146139	0.023865	1.227116	1.533925
ENSONIG00000028869	-	LG6	+	32087694	32088703	0.000000	0.000000	0.000000
ENSONIG00000035773	-	LG6	-	32176828	32187487	0.000000	0.000000	0.000000
ENSONIG00000017706	TNPO2	LG6	-	32194735	32210451	4.395638	5.559211	6.949148
ENSONIG00000017708	rln3b	LG6	-	32211427	32212351	0.000000	0.000000	0.000000
ENSONIG00000028286	RFX1	LG6	+	32212570	32324638	3.533346	7.568258	9.460505
ENSONIG00000017709	DCAF15	LG6	-	32229582	32236764	10.759982	13.078883	16.348923
ENSONIG00000017713	khsrp	LG6	-	32238275	32247369	4.647707	7.522835	9.403727
ENSONIG00000017723	-	LG6	-	32249272	32263196	7.336010	9.116403	11.395724
ENSONIG00000041822	-	LG6	+	32267942	32269523	19.578859	22.158867	27.699123
ENSONIG00000043085	zgc:136864	LG6	-	32270261	32273204	52.118458	58.986378	73.734398
ENSONIG00000017732	mri1	LG6	-	32281181	32291130	3.067463	3.471678	4.339683
ENSONIG00000017736	CC2D1A	LG6	-	32295300	32313416	1.278948	2.241956	2.802500
ENSONIG00000020588	nos	LG6	-	32327092	32328119	0.000000	0.000000	0.000000
ENSONIG00000026626	-	LG6	-	32328924	32333020	0.000000	0.000000	0.000000
ENSONIG00000039217	-	LG6	-	32335426	32342142	36.855213	41.711819	52.140781
ENSONIG00000017739	-	LG6	-	32389727	32465288	0.000000	0.000000	0.000000
ENSONIG00000017745	slc26a11	LG6	-	32468748	32479596	14.162552	17.322401	21.653421
ENSONIG00000017748	sgsh	LG6	+	32479830	32487217	10.076303	12.096043	15.120347
ENSONIG00000017752	gnav1	LG6	-	32487764	32528010	3.662977	4.145667	5.182184
ENSONIG00000027286	npb	LG6	+	32488592	32489474	0.000000	0.000000	0.000000
ENSONIG00000017756	pcyt2	LG6	-	32532724	32543917	7.940913	10.078218	12.598018
ENSONIG00000017759	SIRT7	LG6	-	32545869	32551838	2.450331	3.086660	3.858400
ENSONIG00000025578	-	LG6	-	32553146	32567532	1.293150	1.463555	1.829479
ENSONIG00000032504	MAFG	LG6	-	32575867	32631446	0.000000	0.000000	0.000000
ENSONIG00000018774	-	LG6	-	32653044	32662832	5.077138	5.759087	7.198998
ENSONIG00000040220	-	LG6	+	32681959	32691838	2.010911	2.275899	2.844929
ENSONIG00000018780	aspscr1	LG6	-	32691963	32714723	15.742395	17.816853	22.271498
ENSONIG00000018783	NOTUM	LG6	+	32717661	32727586	1.634478	3.510870	4.388672
ENSONIG00000018785	TMC6	LG6	-	32728589	32748249	20.754845	30.149130	37.687141
ENSONIG00000018787	TMC8	LG6	+	32750462	32761866	12.333252	13.958468	17.448425
ENSONIG00000037175	-	LG6	+	32763400	32772056	25.617060	28.992752	36.241646
ENSONIG00000042508	-	LG6	+	32772780	32777766	72.210609	81.726181	102.159698
ENSONIG00000018788	syngr2b	LG6	+	32780552	32787718	21.718876	42.018124	52.523678
ENSONIG00000018789	tk1	LG6	-	32790380	32796607	12.006918	13.589132	16.986744
ENSONIG00000018792	afmid	LG6	+	32796308	32801901	9.032734	13.177045	16.471626
ENSONIG00000018793	cant1b	LG6	+	32805924	32811039	14.934007	16.901937	21.127834
ENSONIG00000018794	-	LG6	-	32813243	32821019	9.655123	12.898603	16.123568
ENSONIG00000033606	-	LG6	-	32823754	32834299	4.312332	4.880591	6.100856
ENSONIG00000018797	ldb1b	LG6	+	32838031	32865452	9.965266	31.294582	39.118984
ENSONIG00000018799	armh3	LG6	+	32870725	32894607	9.700897	11.366978	14.208998
ENSONIG00000018800	KCNIP2	LG6	+	32903673	32919329	0.000000	0.000000	0.000000
ENSONIG00000018803	jupa	LG6	-	32921651	32939521	44.867367	261.738281	327.179199
ENSONIG00000018805	-	LG6	+	32944648	32974647	0.000000	0.000000	0.000000
ENSONIG00000018810	krt98	LG6	-	32947932	33013449	294.917389	525.745300	657.194397
ENSONIG00000032121	-	LG6	-	32977469	32978400	0.000000	0.000000	0.000000
ENSONIG00000018806	krt99	LG6	+	32982926	32988057	256.335815	290.114532	362.650177
ENSONIG00000037937	krt15	LG6	+	32995794	32998121	82.685570	93.581474	116.979111
ENSONIG00000018807	krt94	LG6	+	33011776	33016035	2315.223633	4331.608887	5414.616211
ENSONIG00000018813	SMAP1	LG6	-	33025528	33033553	55.613926	62.942463	78.679604
ENSONIG00000018814	cenpk	LG6	-	33033988	33041359	3.362581	3.805686	4.757200
ENSONIG00000036425	lbx1b	LG6	-	33047878	33050096	0.000000	0.000000	0.000000
ENSONIG00000031278	fgf8b	LG6	+	33126146	33131015	0.000000	0.000000	0.000000
ENSONIG00000035113	-	LG6	-	33129723	33131012	0.000000	0.000000	0.000000
ENSONIG00000018819	dpcd	LG6	-	33131754	33134861	4.275809	4.839254	6.049186
ENSONIG00000018822	poll	LG6	+	33135096	33141195	9.231364	10.447829	13.060040
ENSONIG00000028546	wbp1lb	LG6	+	33149707	33157159	11.583552	13.109978	16.387789
ENSONIG00000018826	as3mt	LG6	+	33160999	33164764	5.266129	8.896550	11.120905
ENSONIG00000018828	CNNM2	LG6	+	33167748	33211760	0.000000	0.000000	0.000000
ENSONIG00000018829	nt5c2b	LG6	-	33222469	33240713	3.634048	5.413126	6.766539
ENSONIG00000029868	inab	LG6	+	33247261	33249563	0.000000	0.000000	0.000000
ENSONIG00000018833	taf5	LG6	+	33270391	33276345	5.066474	8.194345	10.243131
ENSONIG00000032430	atp5md	LG6	-	33276334	33278733	387.643036	438.724792	548.416626
ENSONIG00000018835	pdcd11	LG6	+	33278673	33293411	4.279851	5.017393	6.271863
ENSONIG00000036390	zp3c	LG6	-	33290553	33318234	1.823653	2.238500	2.798179
ENSONIG00000042378	zgc:175214	LG6	-	33294327	33300788	52.244446	59.128971	73.912643
ENSONIG00000036693	CALHM1	LG6	-	33303623	33312189	0.000000	0.000000	0.000000
ENSONIG00000018844	ITPRIP	LG6	+	33313559	33315916	0.000000	0.000000	0.000000
ENSONIG00000018845	rab40c	LG6	+	33319532	33325546	10.114709	11.447577	14.309749
ENSONIG00000018849	-	LG6	-	33334467	33352375	0.000000	0.000000	0.000000
ENSONIG00000018852	-	LG6	-	33355904	33364783	0.000000	0.000000	0.000000
ENSONIG00000031948	-	LG6	-	33365823	33370081	0.000000	0.000000	0.000000
ENSONIG00000018854	-	LG6	-	33372704	33384626	0.000000	0.000000	0.000000
ENSONIG00000034257	bcl11ab	LG6	+	33388510	33418964	1.046469	1.184368	1.480488
ENSONIG00000037884	-	LG6	-	33516027	33527193	0.000000	0.000000	0.000000
ENSONIG00000035583	ccdc85al	LG6	-	33538386	33590191	0.000000	0.000000	0.000000
ENSONIG00000018857	sec23b	LG6	+	33582650	33600589	12.413787	22.434458	28.043617
ENSONIG00000018859	-	LG6	-	33620011	33625016	0.000000	0.000000	0.000000
ENSONIG00000036181	-	LG6	-	33625320	33627594	0.000000	0.000000	0.000000
ENSONIG00000018860	TMC7	LG6	+	33629020	33640915	21.205168	25.713154	32.142067
ENSONIG00000018861	NOMO1	LG6	+	33640649	33656397	6.938456	9.289376	11.611946
ENSONIG00000018862	xylt1	LG6	+	33679508	33813884	0.248441	2.366602	2.958310
ENSONIG00000042404	rps15a	LG6	-	33803873	33858271	31.353451	2612.252197	3265.378662
ENSONIG00000042047	coq7	LG6	-	33877950	33882569	9.550852	11.557611	14.447293
ENSONIG00000018866	-	LG6	+	33899431	33924329	0.000000	0.000000	0.000000
ENSONIG00000027266	cep20	LG6	+	33935966	33938670	3.254491	3.683352	4.604280
ENSONIG00000018867	myh11a	LG6	+	33946536	33973434	56.503899	73.150894	91.440392
ENSONIG00000018868	NDE1	LG6	-	33976098	33980834	6.088384	6.890682	8.613520
ENSONIG00000018870	MARF1	LG6	+	34013502	34029193	0.000000	0.000000	0.000000
ENSONIG00000041721	MPV17L	LG6	-	34046008	34051241	0.662198	1.597420	1.996814
ENSONIG00000018878	-	LG6	-	34053684	34057883	4.836766	6.159339	7.699323
ENSONIG00000018880	ddx17	LG6	+	34058227	34067025	27.093016	58.734871	73.420013
ENSONIG00000018882	gga1	LG6	-	34070544	34080595	3.145487	5.374185	6.717861
ENSONIG00000018887	-	LG6	+	34082375	34098259	13.375135	15.137647	18.922424
ENSONIG00000018888	-	LG6	-	34099543	34100492	0.000000	0.000000	0.000000
ENSONIG00000018889	klf1	LG6	+	34105162	34107546	18.255377	20.660982	25.826729
ENSONIG00000018890	-	LG6	+	34126420	34127631	1.868812	2.115075	2.643895
ENSONIG00000042714	nfil3-5	LG6	+	34138570	34140399	16.763933	18.973003	23.716715
ENSONIG00000018893	-	LG6	-	34153418	34169478	8.227224	9.738181	12.172962
ENSONIG00000040352	-	LG6	-	34173988	34174455	0.000000	0.000000	0.000000
ENSONIG00000041136	-	LG6	-	34176499	34182950	0.000000	0.000000	0.000000
ENSONIG00000018897	SLC44A2	LG6	-	34184760	34206616	15.585917	58.858219	73.574203
ENSONIG00000018903	gcdha	LG6	+	34203974	34211069	3.748964	5.686124	7.107792
ENSONIG00000030270	-	LG6	-	34211456	34212855	0.000000	0.000000	0.000000
ENSONIG00000018906	acp5a	LG6	-	34219343	34222706	37.486897	43.152565	53.941753
ENSONIG00000018907	ilf3a	LG6	-	34224379	34235472	13.390572	15.155117	18.944263
ENSONIG00000018911	ptger1a	LG6	-	34238865	34245411	0.000000	0.000000	0.000000
ENSONIG00000018912	-	LG6	-	34287476	34295792	3.560316	4.457903	5.572487
ENSONIG00000032411	prdx2	LG6	+	34300663	34305154	475.555756	692.908630	866.152588
ENSONIG00000032540	junba	LG6	-	34306544	34307535	30.813953	34.874470	43.593933
ENSONIG00000018916	BEST2	LG6	-	34339599	34347054	0.000000	0.000000	0.000000
ENSONIG00000018917	get3	LG6	-	34349165	34353366	21.613005	24.578009	30.723110
ENSONIG00000021170	-	LG6	-	34354319	34355170	0.000000	0.000000	0.000000
ENSONIG00000018919	-	LG6	-	34355991	34368796	14.846375	16.802759	21.003857
ENSONIG00000018926	grk4	LG6	+	34375792	34422406	3.813151	6.895748	8.619852
ENSONIG00000018930	htt	LG6	+	34427739	34456622	1.426214	1.764737	2.205965
ENSONIG00000022113	SCARNA14	LG6	+	34440614	34440743	0.000000	0.000000	0.000000
ENSONIG00000018936	rgs12b	LG6	+	34459941	34503143	7.241939	8.196247	10.245507
ENSONIG00000041167	-	LG6	+	34511716	34535212	3.262021	3.691875	4.614933
ENSONIG00000018941	lrpap1	LG6	-	34535801	34545985	6.815534	7.713653	9.642253
ENSONIG00000042486	-	LG6	-	34592735	34593306	0.000000	0.000000	0.000000
ENSONIG00000029426	-	LG6	+	34650170	34668119	0.000000	0.000000	0.000000
ENSONIG00000003525	hmx1	LG6	+	34717006	34720360	0.000000	0.000000	0.000000
ENSONIG00000003519	CPZ	LG6	-	34771174	34777603	25.531324	28.895720	36.120350
ENSONIG00000003510	htra3a	LG6	-	34793029	34803462	0.000000	0.000000	0.000000
ENSONIG00000003509	pi4k2b	LG6	-	34806149	34817980	8.832159	11.435534	14.294694
ENSONIG00000039879	zgc:195282	LG6	-	34820488	34821855	21.489529	24.321316	30.402233
ENSONIG00000003507	-	LG6	+	34832430	34856283	8.310649	9.587876	11.985079
ENSONIG00000003505	-	LG6	+	34865301	34868776	0.000000	0.000000	0.000000
ENSONIG00000003501	-	LG6	+	34875111	34887606	0.000000	0.000000	0.000000
ENSONIG00000003492	-	LG6	+	34959692	34998145	0.000000	0.000000	0.000000
ENSONIG00000031620	-	LG6	-	35036803	35037816	0.000000	0.000000	0.000000
ENSONIG00000003486	SCLT1	LG6	-	35043338	35058209	5.183722	9.377367	11.721936
ENSONIG00000003483	zgc:77739	LG6	+	35058733	35136444	6.065486	9.200219	11.500498
ENSONIG00000041994	-	LG6	-	35211211	35213260	0.000000	0.000000	0.000000
ENSONIG00000003480	pcdh10a	LG6	+	35385062	35401377	1.226277	1.415860	1.769859
ENSONIG00000033708	-	LG6	+	35472966	35477144	0.000000	0.000000	0.000000
ENSONIG00000003477	pcdh18	LG6	-	35727918	35735547	1.736259	1.965055	2.456366
ENSONIG00000039542	-	LG6	-	36174948	36176601	0.000000	0.000000	0.000000
ENSONIG00000031406	-	LG6	-	36175336	36177977	1.818697	2.058356	2.572995
ENSONIG00000036962	-	LG6	-	36181606	36185455	11.421621	12.926707	16.158697
ENSONIG00000028098	-	LG6	+	36187137	36197979	2.219605	2.512094	3.140178
ENSONIG00000003467	-	LG6	-	36200321	36223217	17.874365	20.320881	25.401594
ENSONIG00000003470	PTGDR2	LG6	+	36217375	36219455	9.137993	10.342154	12.927943
ENSONIG00000003464	cabp2a	LG6	+	36228285	36251649	0.000000	0.000000	0.000000
ENSONIG00000003461	-	LG6	-	36271277	36274684	39.885590	45.141521	56.427994
ENSONIG00000003459	-	LG6	-	36276962	36278989	0.000000	0.000000	0.000000
ENSONIG00000003457	rtn4rl2a	LG6	-	36300396	36303595	0.000000	0.000000	0.000000
ENSONIG00000003452	-	LG6	+	36350420	36359421	0.000000	0.000000	0.000000
ENSONIG00000003450	unc93b1	LG6	-	36362104	36375546	10.968160	12.631968	15.790268
ENSONIG00000041552	timm10	LG6	-	36378427	36381806	17.959677	20.326315	25.408388
ENSONIG00000003448	-	LG6	-	36383232	36391392	0.000000	0.000000	0.000000
ENSONIG00000003447	CTNND1	LG6	-	36396965	36428573	16.589687	68.911758	86.141373
ENSONIG00000003444	CARD14	LG6	-	36430444	36454582	4.139012	4.684431	5.855652
ENSONIG00000028364	-	LG6	+	36443943	36445601	0.000000	0.000000	0.000000
ENSONIG00000003441	ccdc40	LG6	-	36456723	36470814	0.000000	0.000000	0.000000
ENSONIG00000003436	TEX2	LG6	-	36472884	36504997	6.887080	7.794627	9.743472
ENSONIG00000020622	-	LG6	-	36505863	36506738	7.786530	8.812601	11.015965
ENSONIG00000003433	-	LG6	+	36512666	36576086	0.144403	1.572256	1.965359
ENSONIG00000003432	-	LG6	+	36594925	36598711	2.455729	2.779333	3.474234
ENSONIG00000003431	-	LG6	+	36606241	36609245	0.000000	0.000000	0.000000
ENSONIG00000003430	-	LG6	+	36611696	36614333	0.000000	0.000000	0.000000
ENSONIG00000003426	AXIN2	LG6	-	36666859	36682445	16.591461	18.777805	23.472710
ENSONIG00000041816	-	LG6	+	36830159	36885115	0.000000	0.000000	0.000000
ENSONIG00000003419	-	LG6	+	36890475	36898764	1.236773	1.802742	2.253472
ENSONIG00000003414	-	LG6	+	36902446	36938836	0.652224	3.680673	4.600931
ENSONIG00000003408	-	LG6	+	37000647	37019288	4.404143	5.216711	6.521015
ENSONIG00000003399	exosc9	LG6	-	37031964	37047729	10.336380	18.723232	23.404495
ENSONIG00000003397	clgn	LG6	+	37052230	37057680	1.053606	1.255720	1.569681
ENSONIG00000028385	scoca	LG6	-	37061620	37065116	25.627869	29.004986	36.256935
ENSONIG00000003372	NAA15	LG6	+	37103589	37268631	3.598635	20.854107	26.068140
ENSONIG00000003367	-	LG6	+	37272194	37276197	3.680870	4.165917	5.207498
ENSONIG00000034875	-	LG6	+	37280530	37297321	0.000000	0.000000	0.000000
ENSONIG00000003360	ELF2	LG6	+	37304441	37318567	13.908587	35.777809	44.723133
ENSONIG00000038157	NOCT	LG6	-	37323766	37325875	61.824886	69.971870	87.466537
ENSONIG00000037538	-	LG6	-	37335298	37337514	0.000000	0.000000	0.000000
ENSONIG00000036749	-	LG6	+	37339420	37348600	4.329158	4.899633	6.124661
ENSONIG00000003351	slc43a3a	LG6	-	37349577	37364577	0.000000	0.000000	0.000000
ENSONIG00000036108	-	LG6	-	37367610	37370019	0.000000	0.000000	0.000000
ENSONIG00000028804	CBX4	LG6	+	37489384	37495700	13.483966	18.821899	23.527832
ENSONIG00000034178	CBX8	LG6	+	37503586	37506523	21.019182	23.788990	29.736813
ENSONIG00000003344	si:dkey-31g6.6	LG6	-	37508936	37512311	4.209459	4.764161	5.955317
ENSONIG00000042856	dgke	LG6	+	37515714	37524950	0.000000	0.000000	0.000000
ENSONIG00000042510	trim25	LG6	-	37530476	37538628	2.493311	2.890929	3.613732
ENSONIG00000003338	trim25	LG6	-	37540872	37551484	0.000000	0.000000	0.000000
ENSONIG00000003334	trim25	LG6	-	37556880	37564885	0.000000	0.000000	0.000000
ENSONIG00000003333	-	LG6	-	37570586	37584371	28.774965	44.151321	55.190220
ENSONIG00000003331	SEC14L1	LG6	+	37596235	37636945	0.000000	0.000000	0.000000
ENSONIG00000038217	anapc11	LG6	+	37636260	37638376	11.727923	13.273373	16.592037
ENSONIG00000003328	ENDOV	LG6	+	37639367	37688452	1.778105	2.350273	2.937898
ENSONIG00000003326	NPTX1	LG6	-	37743454	37748139	0.000000	0.000000	0.000000
ENSONIG00000003320	RPTOR	LG6	+	37774485	37961908	3.139920	3.724319	4.655489
ENSONIG00000003318	-	LG6	+	37964270	37988167	56.334900	81.200409	101.502487
ENSONIG00000036972	-	LG6	-	37995623	37997010	0.000000	0.000000	0.000000
ENSONIG00000003312	p4hb	LG6	+	38009443	38031133	36.478226	74.510361	93.139755
ENSONIG00000003298	-	LG6	-	38033137	38041069	0.000000	0.000000	0.000000
ENSONIG00000003296	-	LG6	+	38055510	38058164	34.862659	39.456692	49.321823
ENSONIG00000029138	arhgdia	LG6	+	38059471	38078024	15.371040	17.396563	21.746124
ENSONIG00000003286	ppp1r12c	LG6	-	38084151	38105778	20.025845	24.147560	30.185036
ENSONIG00000003285	QPRT	LG6	+	38106161	38113765	0.000000	0.000000	0.000000
ENSONIG00000003258	-	LG6	+	38116027	38201722	0.766076	5.355330	6.694292
ENSONIG00000039373	-	LG6	+	38212592	38213752	0.000000	0.000000	0.000000
ENSONIG00000035671	-	LG6	-	38223083	38224760	0.000000	0.000000	0.000000
ENSONIG00000027407	-	LG6	-	38294151	38296244	0.000000	0.000000	0.000000
ENSONIG00000022381	-	LG6	-	38307831	38313890	6.614811	7.486479	9.358280
ENSONIG00000003257	PLA2G12B	LG6	+	38317502	38321693	3.101101	3.509749	4.387271
ENSONIG00000003254	scrn2	LG6	-	38340282	38350648	6.196891	7.013487	8.767030
ENSONIG00000028320	-	LG6	+	38364338	38373363	0.000000	0.000000	0.000000
ENSONIG00000030944	-	LG6	+	38373720	38374304	1.196237	1.353871	1.692372
ENSONIG00000003251	cwc25	LG6	+	38380875	38384263	15.512968	17.557192	21.946917
ENSONIG00000003248	psmb3	LG6	+	38386470	38390897	59.554047	68.508560	85.637367
ENSONIG00000003243	PIP4K2B	LG6	-	38393064	38405787	26.193766	36.318008	45.398392
ENSONIG00000038864	pcgf2	LG6	+	38410814	38420510	9.843971	11.141162	13.926723
ENSONIG00000040594	-	LG6	-	38422680	38423866	4.126506	4.670277	5.837959
ENSONIG00000041817	-	LG6	+	38464253	38482584	0.000000	0.000000	0.000000
